.pl 16959
CisloDodavatele;NazevDodavatele;NazevDodavatele2;Ulice;Mesto;Psc;Ico;Dic1;Dic2;Zastoupeny;ZastoupenyOZ;Telefon;TelefonOz;Mail;MailOZ;Poznamka1;Poznamka2;Poznamka3;Poznamka4;Poznamka5;DatumPorizeni;PocetDnuObj;ZavozDen
00823$;Jan Pavelka$; $;Husa 13$;Sychrov$;46344$;60249307$;CZ$;390711024$; $; $;485146259$; $; $; $; $; $; $; $; $;731897$;0$; 
00824$;VENTO BOHEMIA Pavla Delongov·$; $;Za ml˝nem 540/9$;P¯erov$;75002$;70628238$;CZ$;7359245718$; $; $; $; $; $; $;p.Such·nek 731 446 931$; $;levn· Alfa 15kg$; $; $;731903$;0$; 
00825$;JOZEF ZORENÕK$;zednickÈ a stavebnÌ pr·ce$;Gagarinova 755$;Liberec 6$;46007$;64038891$;CZ$; $;Maöek$; $; $; $; $; $; $; $; $; $; $;731903$;0$; 
00826$;Remmers CZ s.r.o.$; $;Kolovratsk· 1445$;ÿÌËany u Prahy$;25101$;25643011$;CZ$;25643011$; $; $; $; $; $; $; $; $; $; $; $;731903$;0$; 
00827$;Ladislav ZboûÌnek - TREND$; $;Za Ml˝nem 55$;P¯erov 1$;75152$;10637443$;CZ$;6102161384$; $; $;581 203806$; $; $; $; $; $; $; $; $;731904$;0$; 
00828$;J V S  s.r.o. peka¯stvÌ$; $; $;Semily$;51301$;15043240$;CZ$;15043240$; $; $; $; $; $; $; $; $; $; $; $;731909$;0$; 
00829$;Fajst spo. s r.o.$; $;SnÏûn· 777$;Liberec$;46001$;44568011$;CZ$;44568011$; $; $;485146735$;485146755$; $; $; $; $; $; $; $;731911$;0$; 
00830$;SATCA spol. s r.o.$; $;Horova 1268$;⁄valy$;25082$;14800055$;CZ$;14800055$; $; $; $; $;sales@satca.net$; $; $; $; $; $; $;731916$;0$; 
00831$;Ing.Roman B¯enek$; $;Hodkovick· 407$;Liberec$;46313$;63751232$;CZ$;6704091009$; $; $;603202574$; $; $; $; $; $; $; $; $;731916$;0$; 
00832$;Peal a.s.$; $;U plyn·rny 412/101$;Praha 10$;10100$;25775634$;CZ$;25775634$;p. Cicv·rak$; $;482 737 714-15$;716$;obj-liberec@peal.cz$; $;Peal a.s., Dlouh· 730, Liberec 25$; $; $; $; $;731916$;0$; 
00833$;V·clav Orct-autodoprava APZ$; $;OkruûnÌ 12$;Liberec 2$;46002$;14845121$;CZ$;nepl·tce$; $; $;485145787$; $; $; $; $; $; $; $; $;731917$;0$; 
00834$;V·clav MlËoch - NOIGER$; $;ul.RadËick· 960$;Liberec 14$;46014$;18373526$;CZ$;530325076$; $; $;482726622$; $; $; $; $; $; $;602 668423$; $;731924$;0$; 
00835$;FORLIVING s.r.o.$; $;Masarykovo n·m. 900$;Chrudim$;53701$;26006341$;CZ$;26006341$; $; $;469622944$;469622944$; $; $; $; $; $; $; $;731925$;0$; 
00836$;AKROS v.o.s$; $;Ch¯ibsk· 207/41$;Praha 8 - œ·blice$;18200$;00536792$;CZ$;00536792$; $; $; $; $; $; $; $; $; $; $; $;731925$;0$; 
00837$;* Sklad S2 - ubrousky+utÏrky Osapo$; $; $; $; $; $;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;731945$;0$; 
00838$;Richter+Fenzel$; $; $;Praha$; $;61852325$;CZ$;61852325$; $; $;485 104 976$; $; $; $;PoboËka - Liberec, Hl·vkova 1088$; $; $; $; $;731945$;0$; 
00839$;Service Plus s.r.o.$; $;Hodkovick· 52/7$;Liberec$;46006$;27317889$;CZ$;27317889$; $; $; $; $; $; $;p¯es Martina$; $; $; $; $;730486$;0$; 
00840$;ULMANN V·clav a spol.$;mont·û topenÌ,plynofikace$; $;Liberec$; $;12794856$;CZ$;35090197$; $; $;2712945$; $; $; $; $; $; $; $; $;731945$;0$; 
00841$;MK-reklama$;Michaela Kuncov·$;Husova 59$;Liberec 1$;46001$;13482564$;CZ$;7252112626$; $; $;603719292$; $; $; $; $; $; $; $; $;731945$;0$; 
00842$;KlÌma Jaroslav$;p¯Ìpr.a pomoc.pr·ce pro stavbu$;VlËice 71$;VlËice$;54241$;68507445$;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;731972$;0$; 
00843$;* InventurnÌ rozdÌly - nedod·no z·k$; $; $; $; $; $;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;731972$;0$; 
00844$;OSKAR PLAST,s.r.o.$; $;V BoroviËk·ch 17/990$;Praha 5$;15500$;26697211$;CZ$;26697211$; $; $;251 001 280-1$;235 511749$;daniela.lohynska@oskarplast.cz$; $;min.odbÏr 10.000,- bez DPH$;606 034 236 Lohynsk·$;splatnost 14 dnÌ  KubÌËek-let·ky obchodnÌ ¯editel$;!!!Ps·t do objedn·vky palety v˝mÏnou!!!$;Korespondence-Dienzenhoferovy sady 3,Praha 5, 150 00$;731977$;0$; 
00845$;Berger - Huck s.r.o.$; $;M·nesova 892$;Hradec Kr·lovÈ$;50002$;45535264$;CZ$;45535264$; $; $;466673306$;466673305$; $; $; $; $; $; $; $;731978$;0$; 
00846$;P⁄ s.r.o.$; $;⁄dolÌ 526$;Fr˝dlant v »ech·ch$;46401$;25034111$;CZ$;25034111$; $; $; $; $; $; $; $; $; $; $; $;731995$;0$; 
00847$;DW Forklift s.r.o.$; $;StrojÌrensk· 260$;Praha 5 - ZliËÌn$;15521$;62416120$;CZ$;62416120$;ävarc$; $;257951257$;257950111$; $; $;Oprava jeötÏrky Daewo$; $; $; $; $;732005$;0$; 
00848$;ESOCAR spol. s r.o.$; $;Husitsk· 58$;Praha 3$;13000$;15890538$;CZ$;15890538$; $; $; $; $; $; $; $; $; $; $; $;732007$;0$; 
00849$;äLAMBOR ZdenÏk$;malÌ¯skÈ a natÏraËskÈ pr·ce$;Dobi·öova 858/10$;Liberec 6$;46006$;64057003$;CZ$; $; $; $;732673630$; $; $; $; $; $; $; $; $;732007$;0$; 
00850$;BOHEMIAFLUX s.r.o.$; $;Raisova 2450/51$;PlzeÚ$;30100$;26353512$;CZ$;26353512$; $; $;377965760$;377965421$; $; $; $; $; $; $; $;732009$;0$; 
00851$;Promotec s.r.o.$; $;N·m.Svobody 1031/20$;P¯erov I - MÏsto$;75152$;25376233$;CZ$;25376233$; $; $;581 217747$; $;info@promotec.cz$; $;spray WD 40$; $; $; $; $;732013$;0$; 
00852$;Martina Such·$;MARAD$;Holubova 724$;Liberec 25$;46312$;49079875$;CZ$;6662090281$;p.Such˝, pÌ Such·$; $;482710789 i fax$; $; $; $; $; $; $; $; $;732022$;0$; 
00853$;Wanzl spol. s r.o.$;poboËka Praha$;Nad Safinou II/347$;Vestec u Prahy$;25242$; $;CZ$; $; $; $;244 090744$;244090740$;michal.urban@wanzl.cz$; $;585 751 513 Urban$; $; $; $; $;732023$;0$; 
00854$;DELTA PLECH¡» s.r.o.$; $;Hoöù·lkova 101$;Praha 6$;16900$;27158225$;CZ$;27158225$; $; $;220517233$; $; $; $; $; $; $; $; $;732026$;0$; 
00855$;KELCOM INTERIAL$; $;JeötÏdsk· 85$;Liberec 8$;46008$;60277301$;CZ$;60277301$; $; $;485150848$; $; $; $; $; $; $; $; $;732028$;0$; 
00856$;SIC - VENIM s.r.o.$;prumyslovÈ znaËenÌ$;Krava¯sk· 13$;Ostrava - Mar. Hory$;70900$;25906976$;CZ$;25906976$;Ing.KoblÌûek$; $;596 744 230$;596 744 230$;sic@venim.cz$; $;596 750 418$;BarviËky pro Knorr$; $; $; $;732041$;0$; 
00857$;BOLTON CZECHIA, spol.s r.o.$; $;Hviezdoslavova 29$;Brno$;62700$;15526381$;CZ$;15526381$;p.Vacek$; $; $; $; $; $;OZ »erven· 606 749 590$; $; $; $; $;732043$;0$; 
00858$;Diversey »esk· republika s.r.o$; $;K H·j˘m 2/1233$;Praha 5-Stod˘lky$;15500$;26163284$;05$;26163284$;Ji¯Ì Sobr$; $;296357230,233082230$;725 984 109$;objednavky.jd-cz@diversey.com$;jiri.sobr@sealedair.com$;min.objedn·vka s jejich ËÌsly 10000.- jinak+800.-dopr.$; $; $; $;OZ k n·m jiû nejezdÌ,ale z˘stal Diversey Kom·rek 724351172$;732084$;3$;dle pot¯eby
00859$;VladimÌr äelÌr - SILAR$; $;ChelËickÈho 764$;⁄valy$;25082$;11270501$;CZ$;6303271392$;VladimÌr äelÌ¯$; $;603469848$; $; $; $; $; $; $; $; $;732047$;0$; 
00860$;Oleg Fichtner$; $;SluneËn· ul.1338$;Fr˝dlant$;46401$;65630718$;CZ$; $; $; $;0427312349$; $; $; $; $; $; $; $; $;732050$;0$; 
00861$;KRUTSK› spol. s r.o.$; $;äkvoreck· 871$;⁄valy$;25082$;25653504$;CZ$;25653504$; $; $;281980193-4$; $; $; $; $; $; $; $; $;732050$;0$; 
00862$;Ji¯Ì Prudel$; $;DÏtmarovick· 404$;DolnÌ LutynÏ$;73553$;10608842$;CZ$;6001280307$; $; $;602530606$;696550142$; $; $; $; $; $; $; $;732056$;0$; 
00863$;Miloslav Tobi·ö MADEL-zboûÌ$; $;Stratov 150$;Lys· nad Labem$;28922$;45067562$;CZ$;490507301$; $; $;325551617 602374675$; $; $; $;STURA ËistiË odpadu$; $; $; $; $;732061$;0$; 
00864$;Ream CZ s.r.o.$; $;OhradnÌ 65$;Praha 4$;14000$;26705133$;CZ$;26705133$; $; $;327 315 588$;327 315 589$;srovnal@ream.cz$; $; $; $;Paleta 552 ks$;KontaktnÌ adresa:REAM CZ s.r.o.,J.Mahena 10,286 01 »·slav$; $;732176$;0$; 
00865$;Tibor Klim$; $;Na Jihu 536$;JiËÌn$;50601$;73978451$;CZ$; $;Tibor Klim$; $; $; $; $; $; $; $; $;Klim samostatnÏ podnik· od 1.5.05$; $;732062$;0$; 
00866$;EUROCOMM Group s.r.o.$; $;Klapkova 41/3$;Praha 8 - Kobylisy$;18200$;26772884$;CZ$;26772884$; $; $;777 115272$; $; $; $; $; $; $; $; $;732071$;0$; 
00867$;TIP SERVIS a.s.$; $;P.O.BOX 13,1.m·je863$;Liberec 3$;46001$;25426770$;CZ$;25426770$; $; $; $; $; $; $; $; $; $; $; $;732071$;0$; 
00868$;Kiesel, s.r.o.$; $;Chodovsk· 228/3$;Praha 4$;14100$;64944531$;CZ$;64944531$; $; $;272765071$;272019344$; $; $;Euku-Wax protiskl.vosk pro Policii »R$; $; $; $; $;732072$;0$; 
00869$;Erhard Nassauer$; $;Kapellenweg 9$;D-Ering$;94140$; $; $; $; $; $;08573/772$;08573/777$; $; $;Spritzreiniger M 4002 pro KNORR!!$; $; $; $; $;732076$;0$; 
00870$;VERCAJK s.r.o.$;Prodej,pujc. a servis el.n·¯.$;U pramenu 34/24$;Liberec 14$;46014$;25490681$;CZ$;25490681$; $; $;482726461$;482726461$; $; $; $; $; $; $; $;732082$;0$; 
00871$;KNORR-BREMSE$;systÈmy pro uûitkov· vozidla$;P.BezruËe 399$;Hejnice$;46362$;47311096$;CZ$;47311096$; $; $;482363631$;482363710$; $; $; $; $; $; $; $;732091$;0$; 
00872$;BENEDIKT sdruûenÌ$;Ing.Frantiöek Benedikt$;äpanielova 1293$;Praha 6$;16300$; $;CZ$; $; $; $;257950015,257950482$; $;jirka@benedikt-sdruzeni.cz$; $;majitel Benedikt  st.603 176 753      ml.604 230 009$;603 87 22 28$; $; $; $;732098$;0$; 
00873$;APG Group s.r.o.$; $;Dukelsk· 1501/2$;Brunt·l$;79201$;26791633$;CZ$;26791633$;p.»ernota,jednatel$; $;724 373 928$; $;apg.group@seznam.cz$; $;!!!od 1.1.07 p¯evzala fa APG group s.r.o.,tel.724373926,$;724373928,fax 554710319, e-mail:apg.group@seznam.cz!!!!!$;d·vkovaËe, z·sobnÌky$;nad 30ks hradÌ dopravu oni!!$; $;732099$;0$; 
00874$;Bendi s.r.o.$; $;StrojÌrensk· 259$;Praha 5 - ZliËÌn$;15521$;27194868$;CZ$;27194868$; $; $;257 950 015$; $;objednavky@bendi.cz$; $;zboûÌ jako od firmy Benedikt$;315 695 460$;katka.benediktova@bendi.cz$;603 872 228$;603 815 473$;732103$;0$; 
00875$;AGBA, v.o.s.$; $;Vesecko 488$;Turnov$;51101$;00529036$;CZ$;00529036$;NedvÏd$; $;481 323 449$; $;agba@agba.cz$; $;Autobus lekarniËka nc-254.- DPH 10%$;motolek·rniËka 73.-$;NedvÏÔ 777 757 291$; $; $;732103$;0$; 
00876$;MOLITEN s.r.o.$; $;Koöick· 11$;Liberec 1$;46001$;25036033$;CZ$;25036033$; $; $;482 750 581$; $;moliten@volny.cz$; $;molitan pro Knorr$; $; $;737 167 321$; $;732103$;0$; 
00877$;Ing.Frantiöek Benedikt$; $;äpanielova 1293$;Praha 6 - ÿepy$;16300$;12612600$;CZ$;450607034$; $; $;0257950015$; $; $; $; $; $; $; $; $;732104$;0$; 
00878$;KrejËov· Petra$; $;Janov nad Nisou 1099$;p.Bed¯ichov$;46812$;44577095$;CZ$;6854270577$; $; $; $; $; $; $; $; $; $; $; $;732105$;0$; 
00879$;INWIFI s.r.o.$; $;Bubensk· 39$;Praha 7$;17000$;27196721$;CZ$;27196721$; $; $;220875558$; $; $; $; $; $; $; $; $;732106$;0$; 
00880$;Pavel KLAPKA$;zednictvÌ$;Dalibor 195$;Liberec 9$;46007$;65630076$;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;732106$;0$; 
00881$;Stanislav Vaö·tko$;Kov·rna$;Hejnick· 96$;Liberec 31$;46001$;61312622$;CZ$;6907202566$;Vaö·tko Standa$; $;602 559 505$; $; $; $;v˝roba stojan˘$; $; $; $; $;732110$;0$; 
00882$;TEICHMAN JOSEF$;klempÌ¯ - pokr˝vaË$;DolnÌ L·nov 195$; $; $;40147491$;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;732110$;0$; 
00883$;IGNITE.CZ$; $; $;»Ìûov·$;39701$; $;CZ$; $; $; $; $; $; $; $;Internetov˝ obchod - respir·tory FFP2$; $; $; $; $;732111$;0$; 
00884$;AB drogerie,s.r.o.$; $;HraniËnÌ 6$;»eskÈ BudÏjovice$;37006$;63911396$;CZ$;63911396$; $; $;387 413 028$; $;svatadagmar@tiscali.cz$; $;387 413 018      387 413 028 kl 18  Bredov· uËetnÌ$;732 150 072 p.Svat· asistenka ¯editele$;AB Svat· fax 482 425 204$;387 411 577 - SU Servis Marz$;721 587 223 - StehlÌk$;732120$;0$; 
00885$;Petr Dvo¯·k$; $;KaplickÈho 363$;Liberec$; $; $;CZ$; $; $; $; $; $; $; $;Deratizace 602 136 748$; $; $; $; $;732139$;0$; 
00886$;OFFICE SYSTEM s.r.o.$; $;V·penice$;ProstÏjov$;79601$; $;CZ$; $; $; $;532 192 550$; $; $; $; $; $; $; $; $;732139$;0$; 
00887$;Seznam.cz,a.s.$; $;NaskovÈ 1$;Praha 5$;15000$;26168685$;CZ$;26168685$; $; $; $; $; $; $; $; $; $; $; $;732147$;0$; 
00888$;S-V-S,Stavby Valeö Svoboda,$;spol. s r.o.$;ProseËsk· 18$;Jablonec nad Nisou$;46804$;41326997$;CZ$;41326997$; $; $; $; $; $; $; $; $; $; $; $;732149$;0$; 
00889$;GIPS KOMPLET VladimÌr Dobi·ö$;Mont·û-prodej such˝ch staveb$;Ponikl·$;Ponikl·$;51242$;15602044$;CZ$;5801110898$; $; $;481545277$;481545277$;gips.komplet@wo.cz$; $;Provozovna : HornÌ Sytov·$; $; $; $; $;732152$;0$; 
00890$;AntonÌn Karvay - KLENA$; $;28.¯Ìjna 291/40$;Liberec 7$;46007$;72713194$;CZ$;008072577$; $; $;737353903$; $; $; $; $; $; $; $; $;732153$;0$; 
00891$;Bc. Pavel KubÏna - COMPUTERWEB$; $;Z·viöice 192$;Kop¯ivnice$;74221$;73236900$;CZ$;810305272$; $; $;777597253$; $; $; $; $; $; $; $; $;732166$;0$; 
00892$;Gigant GROUP s.r.o.$; $;Tov·rnÌ 3038/7a$;P¯erov$;75002$;26846993$;CZ$;26846993$; $; $; $; $; $; $; $; $; $; $; $;732166$;0$; 
00893$;Mlejnek Milan$; $;K¯iûÌkova 230/25$;Liberec 9$;46007$;12781568$;CZ$;510711114$; $; $;485152473$; $; $; $; $; $; $; $; $;732187$;0$; 
00894$;Poû·rnÌ a bezpeËnostnÌ sluûby$;Ing.ZdenÏk Semer·d$;Okrouhl· 387$;Turnov$;54103$;63224143$;CZ$;6604181661$; $; $;777804964$; $; $; $; $; $; $; $; $;732194$;0$; 
00895$;LubomÌr SCHMID rekonstrukce$;Sportoviöù$;Dukelsk· 1350$;Star· Boleslav$;25002$;45121745$;CZ$;6303130669$; $; $;603465856$; $; $; $;SÌtÏ,tyËky,hrabla,$;Pro L·znÏ Libverda$; $; $; $;732196$;0$; 
00896$;ä·rka NÏmcov·$;Dve¯Ï VrchlabÌ$;J.ävermy 168$;VrchlabÌ 3$;54303$;72829508$;CZ$;72829508$; $; $;499421566$;499692843$; $; $; $; $; $; $; $;732197$;0$; 
00897$;Judr.Danuöe Jurkov· advok·t$;pr·v.z·s.Tatry Kop¯ivnice$;ätef·nikova 1163$;KOp¯ivnice$;74221$; $;CZ$; $; $; $;556492328$; $;jurek@cbox.cz$; $; $; $; $; $; $;732198$;0$; 
00898$;ALFA CLASSIC, a.s.$; $;ätÏrboholsk· 21$;Praha 10$;10000$;26147351$;CZ$;26147351$; $; $;323 631 950,940$;323 631 550$; $; $; $; $; $; $; $;732198$;0$; 
00899$;Chl·dek & TintÏra a.s.$; $;Nerudova 16$;LitomÏ¯ice$;41201$;62743881$;CZ$;62743881$; $; $; $; $; $; $; $; $; $; $; $;732198$;0$; 
00900$;LIGRANIT a.s.$; $;Kunratick· 1100$;Liberec 6$;46005$;47283106$;CZ$;47283106$; $; $;482465611$;482465622$; $; $; $; $; $; $; $;732198$;0$; 
00901$;IDEAL elektro CZ,s.r.o.$; $;Kundratka 17$;Praha 8 -LibeÚ$;18000$;27109020$;CZ$;27109020$; $; $;283 840 265$;283 841 958$;obchod@ideal$; $; $; $; $; $; $;732205$;0$; 
00902$;VITRUM Praha s.r.o.$; $;Praûsk· 442$;St¯Ìbrn· Skalice$;28167$;63073242$;CZ$;63073242$; $; $;321 570321$;321 570320$;praha@vitrum.cz$; $; $; $; $; $; $;732211$;0$; 
00903$;DHL Express s.r.o.$; $;n·m.Sv.»echa 3,Ëp516$;Pstrava-P¯Ìvoz$;70200$;25683446$;CZ$;25683446$; $; $;596 279 211$;596 279 260$; $; $; $; $; $; $; $;732215$;0$; 
00904$;NORMA servis,spol. s r.o.$; $;Malenick· 1790$;Praha 4 - Chodov$;14800$;00663239$;CZ$;00663239$; $; $;271 911 387$; $; $; $;602 384901$; $; $; $; $;732215$;0$; 
00905$;Sehnal Ji¯Ì$; $;M¯ÌËn· 151$;M¯ÌËn·$;51204$;15598730$;CZ$;5604190625$; $; $;481543315$; $; $; $; $; $; $; $; $;732231$;0$; 
00906$;Merida Hradec Kr·lovÈ , s.r.o.$;PoboËka Praha$;ZemÏdÏlsk· 898$;Hradec Kr·lovÈ$;50003$;49815288$;CZ$;49815288$; $; $;286 890 484$; $;meridahk@meridahk.cz$; $;jezdÌ cca 1 t˝dnÏ$;nejd¯Ìve provÏ¯it cenu$;zav·ûÌ nas Praha$;sleva 20% z internetov˝ch cen$;nabÌdky hana.novakova@meridahk.cz 733 790 130$;733681$;0$; 
00907$;PUMPA,a.s.$; $;Stromovka 3$;Brno$;63700$;25518399$;CZ$;25518399$; $; $;272 011 611$;272 011 616$; $; $; $; $; $; $; $;732237$;0$; 
00908$;GLOBAL INTERIER s.r.o.$; $;Za SÌdliötÏm 2178/6$;Praha 4$;14300$;26445697$;CZ$;26445697$; $; $; $; $; $; $; $; $; $; $; $;732243$;0$; 
00909$;David Buluöek$; $;Rokycanova 91$;NovÈ MÏsto p.Smrkem$;46365$;86838865$;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;732258$;0$; 
00910$;SVING s.r.o.$; $;Mezi Vodami 1903/17a$;Praha 4 - Mod¯any$;14300$;47549891$;CZ$;47549891$; $; $;482 726 810,809$; $;s.absolon@sving.cz$; $;POBO»KA LIBEREC: Rycht·¯sk· 8, 46014  Liberec 14$;VedoucÌ pan AbsolÛn 608 074 124$; $; $;cac16@sving.cz$;732531$;4$;my vyzved·v·me
00911$;GAPA v.o.s.$; $;SvatovÌtsk· 217$;Mlad· Boleslav$;29301$;45317526$;CZ$;45317526$; $; $;326 735 428$; $;vyroba@gapa.cz$; $;OZ Orlovsk· 724/262243        v˝roba-  Nazad 602 627 680$;sleva 10%$;pozor dopravnÈ cca 500-1000.-kË$; $; $;732268$;0$; 
00912$;Jimapon Ing Ji¯Ì ätib¯Ìk$; $;LuËnÌ 724$;Raspenava$;46361$;10426507$;CZ$;450222013$;ätib¯Ìkov·$; $;775 319 145$; $; $; $; $; $; $; $; $;732273$;0$; 
00913$;Maser, spol. s r.o.$;D¯ÌvÏjöÌ Viali$;Za Ml˝nem 1117$;Liberec$;46311$;14867583$;CZ$;14867583$; $; $;48 2416511$;48 2416565$; $; $;Odbyt 482 416 538 Reö$; $; $; $; $;732278$;0$; 
00914$;Alphatech spol. s r.o.$; $;Jeremenkova 88$;Praha 4$;14000$;26124025$;CZ$;26124025$; $; $; $; $; $; $; $; $; $; $; $;732278$;0$; 
00915$;Tomo Czech spol.s r.o.$; $;StarobÏlsk· 101/1155$;Ostrava-Z·b¯eh$;70030$;25388592$;CZ$;25388592$; $; $;596735177$;jako tel.$;tomoczech@tomoczech.cz$; $;pasta Dreumex pro Osapo$;603 158 947$;doprava platÌme my!!!!!!!!!!!!$; $; $;732279$;0$; 
00916$;ExpertShop, s.r.o.$; $;PoËernick· 168$;Praha 10$;10000$;26454319$;CZ$;26454319$; $; $;274 771 810$; $; $; $; $; $; $; $; $;732279$;0$; 
00917$;KOBERA malÌ¯-natÏraË$;dokonËovacÌ stav.pr·ce$;PilÌnkov·$;Liberec 23$; $;11421541$;CZ$; $; $; $;737937561$; $; $; $; $; $; $; $; $;732280$;0$; 
00918$;Ji¯Ì Havrda z·meËnictvÌ$; $;Tyröova 512/13$;Liberec 1$;46001$;15169286$;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;732289$;0$; 
00919$;Bohumil Svoboda-Praktik$; $;V B¯ezinÏ 225$;ÿÌËany-StraöÌn$;25101$;16564642$;CZ$;6709121463$; $; $;323605547,605284288$; $;derma@derma.cz$; $;objedn·vat po 35ks-tj.jeden karton!!! jinak dopravnÈ$;od 180ks cena 77.5$;pro PEKM$; $; $;732301$;0$; 
00920$;Ing.Hana BÏleck·$; $;Cyrila a MetodÏje395$;Liberec$;46001$;40265668$;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;732302$;0$; 
00921$;GASTROSET ,s.r.o.$; $;Vymazalova 20$;Brno$;61500$;60751525$;CZ$;60751525$; $; $; $; $; $; $; $; $; $; $; $;732309$;0$; 
00922$;Petr Kab·tek$; $;U äkolky 173$;Liberec 19$;46008$;64056198$;CZ$;6404090033$; $; $; $; $; $; $; $; $; $; $; $;732309$;0$; 
00923$;Frantiöek Klazar$; $;L.Svobody 819$;VrchlabÌ$;54301$;48141445$;CZ$;6502262360$; $; $; $; $; $; $; $; $; $; $; $;732309$;0$; 
00924$;Mgr.Aleö HavlÌk,GEOM$; $;Hanychovsk· 37$;Liberec 10$;46010$;61568236$;CZ$;6210170879$; $; $;482770693$; $; $; $; $; $; $; $; $;732322$;0$; 
00925$;EXATHERM s.r.o.$; $;Jugosl·vsk· 11/30$;Jablonec n.Nisou$;46601$;44569301$;CZ$;44569301$; $; $;483 346711$;483346791$;info@exatherm.cz$; $;teplomÏry pro Libverdu$; $; $; $; $;732351$;0$; 
00926$;FRIT s.r.o.$;prodej barev Herbol a PNZ$;Dr.M.Hor·kovÈ$;Liberec 6$;46006$;48264075$;CZ$;48264075$; $; $;482 736642$; $;frit@volny.cz$; $; $; $; $; $; $;732390$;0$; 
00927$;Karel FojtÌk$; $;Novovesk· 24$;Jablonec nad Nisou$;46601$;61306614$;CZ$;5809090771$; $; $; $; $; $; $;objedn·v· se p¯es KuchyÚskÈ pot¯eby Eduard Gartner,äirok·$;12,460 01  Liberec, tel. 482 710059,platÌ se hotovÏ$;minutovnÌk pro L·znÏ Libverda$; $; $;732392$;0$; 
00928$;BRASSICA-PAP, spol. s r.o.$; $;Brzkov 68$;Poln·$;58813$;60912227$;CZ$;60912227$;äkorpÌk$; $;602 588 825$; $;objednavky@brassica-pap.cz$; $; $; $; $; $;min z·voz nad 10000$;732414$;0$; 
00929$;SERVIS LES s.r.o.$; $;»inÏves 89$;Dymokury$;28901$;25607537$;CZ$;25807537$; $; $;325 635 340$;325 635 132$;info@servisles.cz$; $;platba do p¯edu    6-14.30$;v hotovosti,vlastnÌ odvoz!!!!!!!!!!!!!!!!$;       öef Pavelka  602 214 539$; $; $;732468$;0$; 
00930$;LAW CZ s.r.o.$; $;BÌlansk· 2599$;KromÏ¯Ìû$;76701$;25542532$;CZ$;25542532$; $; $;573338402,573342697$; $; $; $; $; $; $; $; $;732476$;0$; 
00931$;Mevatec s.r.o.$; $;ChelËickÈho 1228$;Roudnice nad Labem$;41301$;62742051$;CZ$;62742051$; $; $;416 823186$; $;prodej@mevatec.cz$; $;Sleva 5% p¯i odbÏrech nad 50000.- asi 10%$;doprava nenÌ v cenÏ.$; $; $; $;732530$;0$; 
00932$;SALVUS-RNDr.Marie KutÌkov·$; $;P¯ÌstavnÌ 24$;Praha 7$;17000$;41700619$;CZ$;465926011$; $; $;296837223,296837253$;266712781$;info@salvuspraha.cz$; $; $; $; $; $; $;732538$;0$; 
00933$;Petr Proch·zka$;PROMIN CS$;Hradeck· 1151-2$;Hradec Kr·lovÈ$;50003$;66817757$;CZ$;5612092222$; $; $;495 515767$;495515768$;petr@eup.cz$; $;eva@eup.cz$; $;PROMIN CS$; $; $;732540$;0$; 
00934$;Severodrup,v.o.s.$; $;He¯manice u Fr˝dlant$;Fr˝dlant$;46401$;47286199$;CZ$;47286199$;p.Zbo¯il$; $;482 317 117$; $; $; $;602 764 823 Zbo¯il$; $; $; $; $;732554$;0$; 
00935$;DAMINO CZ s.r.o.$; $;⁄zk· 522$;Fr˝dlant$;46401$;64650391$;CZ$;64650391$; $; $;482360620$;482312102$; $; $; $; $; $; $; $;732610$;0$; 
00936$;VULKAN - Medical,a.s.$; $;U Gumovky 379$;Hr·dek nad Nisou$;46334$;27226158$;CZ$;27226158$; $; $;482 311 859$;482 312 085$;bouskova@vulkanmedical.cz$; $;rukavice Latex nov· cena 1.2.2009 68.-$;let·ky,obchodnÌ podmÌnky$;Hochmanov· Lenka majitelka 606 616 963  / 482 313 595$; $;6.15 - 13.45 v˝dej skladu$;732622$;2$;uter˝-my vyzved
00937$;PRESPLAST, s.r.o.$; $;Kubelkova 497$;»esk· T¯ebov·$;56002$;27502317$;CZ$;27502317$; $; $; $;465 507 285$;ivana.zednikova@presplast.cz$; $;p.ZednÌkov·-prod.724 336 177,pavel.mikulecky@presplast.cz$;b˝valÈ Korado$;Dvo¯·Ëek 602 494 339, uËetnÌ 465 507 289$;6000-18000 sleva 5%$;18000-35000 10%, dopravu hradÌ vûdy p¯Ìjemce$;732642$;0$; 
00938$;NOELL a.s.$; $;Belnick· 813$;Jesenice u Prahy$;25242$;26418746$;CZ$;26418746$; $; $; $; $; $; $; $; $; $; $; $;732649$;0$; 
00939$;Linde Gas a.s.$; $;U Technoplynu 1324$;Praha 9 - Kyje$;19800$;00011754$;CZ$;00011754$; $; $;272 100 406$;272100232$; $; $;such˝ led pro Knorr, objedn·v· se u panÌ MhanË·kov· kl.406$;z·kaznickÈ ËÌslo 540502530$;otev¯eno od 6.30-16.00$; $; $;732660$;0$; 
